0  	19    	0.61938 	0.42173    	0       	0.934896
1  	13    	0.766136	0.332752   	0       	0.940104
2  	10    	0.859828	0.20437    	0       	0.938101
3  	8     	0.920615	0.0139281  	0.895833	0.938101
4  	6     	0.921696	0.0245303  	0.840545	0.940204
5  	8     	0.880804	0.208986   	0       	0.943409
6  	12    	0.884478	0.209785   	0       	0.943409
7  	10    	0.933984	0.0235219  	0.834635	0.943409
8  	10    	0.935059	0.0238783  	0.834435	0.94361 
9  	10    	0.940273	0.00322009 	0.929788	0.94361 
10 	9     	0.918786	0.0434981  	0.833434	0.943409
11 	12    	0.927922	0.0340817  	0.822816	0.943409
12 	11    	0.940784	0.00241296 	0.934696	0.94361 
13 	10    	0.940426	0.00288514 	0.934696	0.94361 
14 	13    	0.937648	0.0122667  	0.88752 	0.94361 
15 	13    	0.941011	0.0022611  	0.934696	0.94361 
16 	8     	0.941622	0.00336242 	0.928385	0.94361 
17 	9     	0.94167 	0.00330221 	0.928486	0.94361 
18 	7     	0.935217	0.0249636  	0.835837	0.94361 
19 	13    	0.936936	0.0238599  	0.835837	0.94361 
20 	7     	0.942292	0.00327814 	0.929187	0.945813
21 	13    	0.934369	0.0259277  	0.831631	0.945813
22 	12    	0.935781	0.0246538  	0.831631	0.94361 
23 	11    	0.892976	0.21048    	0       	0.94361 
24 	15    	0.931359	0.0327735  	0.835837	0.94361 
25 	12    	0.942555	0.00123928 	0.938602	0.94361 
26 	11    	0.941865	0.00367342 	0.928285	0.947216
27 	11    	0.936794	0.023841   	0.835837	0.94361 
28 	9     	0.942603	0.000866188	0.941707	0.94361 
29 	19    	0.934432	0.0246595  	0.833434	0.94361 
30 	13    	0.942471	0.000876932	0.941707	0.94361 
31 	14    	0.936519	0.0239244  	0.835837	0.94371 
32 	11    	0.942113	0.00301437 	0.929788	0.94371 
33 	15    	0.942682	0.00133427 	0.941707	0.947216
34 	12    	0.939561	0.00515425 	0.929187	0.947216
35 	8     	0.936119	0.0238477  	0.835837	0.94361 
36 	11    	0.942034	0.00260251 	0.932292	0.94361 
37 	8     	0.937068	0.0241579  	0.834635	0.94361 
38 	11    	0.942703	0.000866798	0.941707	0.94361 
39 	15    	0.941359	0.00311241 	0.929187	0.94361 
40 	13    	0.941786	0.00183037 	0.934495	0.94361 
41 	9     	0.942434	0.00079523 	0.941306	0.94361 
42 	14    	0.936541	0.0246604  	0.832031	0.94361 
43 	11    	0.936135	0.0267362  	0.822816	0.94361 
44 	5     	0.9372  	0.0239065  	0.835837	0.94361 
45 	10    	0.937247	0.0249063  	0.831631	0.94361 
46 	11    	0.936999	0.0238599  	0.835837	0.94361 
47 	12    	0.941976	0.00100636 	0.938702	0.94361 
48 	10    	0.941912	0.00108776 	0.938602	0.94361 
49 	9     	0.88616 	0.210325   	0       	0.94361 
50 	8     	0.942972	0.00084003 	0.941707	0.94361 
51 	7     	0.943141	0.000788705	0.941707	0.94361 
52 	12    	0.892386	0.21037    	0       	0.94361 
53 	7     	0.881753	0.210418   	0       	0.94361 
54 	13    	0.886961	0.210445   	0       	0.94361 
55 	14    	0.892212	0.210307   	0       	0.94361 
56 	11    	0.93623 	0.024005   	0.834635	0.94361 
57 	13    	0.941965	0.00172608 	0.9376  	0.94361 
58 	16    	0.935191	0.024739   	0.831631	0.947216
59 	11    	0.939551	0.00902867 	0.904347	0.947216
60 	11    	0.942192	0.00211582 	0.9372  	0.947216
61 	9     	0.943167	0.0016158  	0.941707	0.947216
62 	7     	0.943757	0.00233553 	0.939203	0.947216
63 	9     	0.937832	0.0251683  	0.831631	0.947216
64 	9     	0.937368	0.0240403  	0.835837	0.947216
65 	13    	0.943378	0.00224203 	0.939203	0.947216
66 	9     	0.94323 	0.0029873  	0.937099	0.947216
67 	10    	0.937173	0.0244253  	0.834635	0.947216
68 	10    	0.943141	0.00350811 	0.934495	0.947216
69 	9     	0.894837	0.210934   	0       	0.947216
70 	11    	0.942355	0.00573359 	0.929788	0.947216
71 	13    	0.943019	0.00421476 	0.9376  	0.947216
72 	11    	0.942424	0.00363746 	0.9376  	0.947216
73 	11    	0.890361	0.210031   	0       	0.947216
74 	14    	0.940452	0.00362482 	0.934796	0.947216
75 	13    	0.941828	0.00409036 	0.933894	0.947216
76 	13    	0.944422	0.00337601 	0.9376  	0.947216
77 	16    	0.929429	0.0324985  	0.831631	0.947216
78 	9     	0.930557	0.0330899  	0.831631	0.947216
79 	13    	0.936767	0.0243976  	0.834635	0.947216
80 	12    	0.941564	0.00455405 	0.933894	0.947216
81 	10    	0.93653 	0.0243568  	0.834635	0.947216
82 	11    	0.942756	0.00438525 	0.9376  	0.947216
83 	15    	0.935434	0.0242143  	0.834435	0.947216
84 	13    	0.936119	0.0243006  	0.834435	0.947216
85 	16    	0.938027	0.024057   	0.83724 	0.947216
86 	10    	0.938143	0.02494    	0.834635	0.947216
87 	12    	0.944095	0.00410963 	0.9376  	0.947216
88 	9     	0.941533	0.014378   	0.882712	0.947216
89 	6     	0.937785	0.026171   	0.831631	0.947216
90 	10    	0.943278	0.00488376 	0.932292	0.947216
91 	16    	0.936219	0.0241649  	0.835837	0.947216
92 	12    	0.941327	0.00426292 	0.935296	0.947216
93 	10    	0.94322 	0.00438904 	0.9376  	0.947216
94 	12    	0.940141	0.00808043 	0.912861	0.947216
95 	14    	0.94157 	0.0038244  	0.9376  	0.947216
96 	11    	0.942376	0.00381912 	0.9376  	0.947216
97 	17    	0.934696	0.0240701  	0.834435	0.947216
98 	8     	0.941448	0.00423829 	0.933193	0.947216
99 	11    	0.940515	0.00404966 	0.933694	0.947216
100	12    	0.890235	0.210161   	0       	0.947216
101	11    	0.942888	0.00489084 	0.929888	0.947216
102	7     	0.942898	0.0042757  	0.9376  	0.947216
103	14    	0.935101	0.0242414  	0.833434	0.947216
104	9     	0.941448	0.0064596  	0.918369	0.947216
0  	19    	0.74699 	0.325706  	0       	0.939002
1  	11    	0.854583	0.204271  	0       	0.941406
2  	14    	0.911859	0.0326029 	0.825521	0.939002
3  	14    	0.773954	0.336055  	0       	0.939002
4  	8     	0.879623	0.208905  	0       	0.939002
5  	12    	0.933035	0.0222314 	0.840545	0.94371 
6  	8     	0.940157	0.002131  	0.936899	0.94371 
